food_name,calories_kcal,protein_g,carbs_g,fat_g,sodium_mg,sugar_g
"COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",365.0,10.6,59.7,9.1,147.0,0.0
"CRACKERS,MELBA TOAST,PLN,WO/SALT",390.0,12.1,76.6,3.2,19.0,0.0
"CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",421.0,9.5,74.34,8.85,198.0,0.0
"CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)",434.0,9.2,71.5,11.8,766.0,0.0
"CRACKERS,STD SNACK-TYPE,REG,LO SALT",502.0,7.4,61.0,25.3,216.0,0.0
"CRACKERS,WHEAT,LOW SALT",473.0,8.6,64.9,20.6,190.0,0.0
"CRACKERS,WHOLE-WHEAT,LO SALT",443.0,8.8,68.6,17.2,186.0,0.0
"DANISH PASTRY,CINN,UNENR",403.0,7.0,44.6,22.4,371.0,0.0
"DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)",371.0,5.4,47.8,18.5,354.0,0.0
"BREAD,WHITE,COMMLY PREP,TSTD,LO NA NO SALT",293.0,9.0,54.4,4.0,30.0,0.0
"DANISH PASTRY,LEMON,UNENR",371.0,5.4,47.8,18.5,354.0,0.0
"CRACKERS,CHS,LO NA",503.0,10.1,58.2,25.3,458.0,0.0
"DANISH PASTRY,RASPBERRY,UNENR",371.0,5.4,47.8,18.5,354.0,0.0
"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)",403.0,6.4,44.3,22.8,342.0,0.0
"ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)",235.0,7.7,46.0,1.8,464.0,0.0
"ENGLISH MUFFINS,PLN,UNENR,W/CA PROP (INCL SOURDOUGH)",235.0,7.7,46.0,1.8,464.0,0.0
"ENGLISH MUFFINS,PLN,UNENR,WO/CA PROP (INCL SOURDOUGH)",235.0,7.7,46.0,1.8,464.0,0.0
"PIE CRUST,STANDARD-TYPE,FRZ,RTB,UNENR",457.0,3.9,44.1,29.2,576.0,0.0
"POPOVERS,DRY MIX,UNENR",371.0,10.4,71.0,4.3,906.0,0.0
"TACO SHELLS,BKD,WO/ SALT",468.0,7.2,62.4,22.6,15.0,0.0
"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",222.0,5.7,46.6,2.5,11.0,0.0
"TORTILLAS,RTB OR -FRY,FLR,WO/ CA",325.0,8.7,55.6,7.1,478.0,0.0
"CAKE,POUND,COMMLY PREP,FAT-FREE",283.0,5.4,61.0,1.2,341.0,0.0
"CAKE,SNACK CAKES,CUPCAKES,CHOC,W/FRSTNG,LOW-FAT",305.0,4.3,67.2,3.7,413.0,0.0
"CAKE,YELLOW,DRY MIX,LIGHT",404.0,4.7,84.1,5.5,604.0,0.0
"COOKIES,OATMEAL,COMMLY PREP,FAT-FREE",326.0,5.9,78.6,1.5,219.0,0.0
"CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM",393.0,10.5,82.3,1.6,716.0,0.0
"BREAKFAST TART,LOFAT",372.0,3.99,76.8,5.99,301.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,APPL CINN",395.0,4.4,72.02,10.2,334.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",408.0,4.6,68.38,13.3,350.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",391.0,4.6,71.77,10.0,320.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",438.0,5.4,64.4,18.4,380.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",422.0,5.0,68.32,14.8,350.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POPTARTS,CHERRY",393.0,4.6,71.19,10.4,423.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",393.0,4.2,71.96,10.2,320.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",387.0,5.1,71.8,9.3,440.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOG POP TARTS,FRSTD CHOC VAN CRM",391.0,5.0,70.84,10.2,441.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD GRAPE",391.0,4.4,72.25,9.8,333.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",395.0,4.2,71.54,10.6,320.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",392.0,6.2,69.6,10.5,410.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",394.0,4.7,71.0,10.5,355.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",390.0,4.4,72.4,9.6,325.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",388.0,4.3,72.9,9.2,311.0,0.0
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TRTS,FRSTD BRWN SGR CINN",376.0,4.7,78.3,5.5,419.0,0.0
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD CHOC FUDGE",366.0,5.1,76.0,5.8,478.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S LF POP TARTS,STRAWBERRY",369.0,4.5,76.6,5.5,350.0,0.0
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY",367.0,4.1,77.5,5.8,387.0,0.0
"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",233.0,6.0,38.1,6.69,508.0,0.0
"KELLOGG,KELLOGG'S EGGO,BANANA BREAD WAFFLES",272.0,6.8,41.6,9.5,359.0,0.0
"KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY",370.0,4.3,72.8,7.6,284.0,0.0
KELLOGG'S EGGO LOWFAT HOMESTYLE WAFFLES,236.0,7.06,44.15,3.56,442.0,0.0
KELLOGG'S EGGO LOWFAT NUTRI - GRAIN WAFFLES,203.0,6.28,40.27,3.2,559.0,0.0
KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,208.0,5.95,42.71,2.83,591.0,0.0
"KELLOGG'S POP-TARTS PASTRY SWIRLS,APPL CINN DANISH",413.0,4.8,59.7,17.7,306.0,0.0
"KELLOGG'S POP-TARTS PASTRY SWIRLS,STRAWBERRY DANISH",410.0,4.8,60.0,17.7,274.0,0.0
"KELLOGG'S POP-TARTS PASTRY SWIRLS,CHS DANISH",407.0,4.8,59.1,17.7,290.0,0.0
KELLOGG'S EGGO GOLDEN OAT WAFFLES,198.0,6.83,37.52,3.22,385.0,0.0
"ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL",442.0,5.54,67.2,20.92,308.0,0.0
"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",497.0,4.28,65.02,24.4,270.0,0.0
"ARCHWAY Home Style Cookies, Coconut Macaroon",460.0,3.02,61.23,22.55,200.0,0.0
"ARCHWAY Home Style Cookies, Date Filled Oatmeal",400.0,4.67,68.16,12.05,331.0,0.0
"ARCHWAY Home Style Cookies, Dutch Cocoa",431.0,4.5,69.44,14.99,384.0,0.0
"ARCHWAY HOME STYLE COOKIES,FROSTY LEMON",430.0,4.41,64.78,17.11,449.0,0.0
"ARCHWAY Home Style Cookies, Iced Molasses",420.0,3.5,69.12,14.43,605.0,0.0
"ARCHWAY Home Style Cookies, Iced Oatmeal",435.0,4.89,66.76,16.53,377.0,0.0
"ARCHWAY Home Style Cookies, Molasses",403.0,4.25,69.41,12.06,577.0,0.0
"ARCHWAY Home Style Cookies, Oatmeal",421.0,5.48,68.17,14.08,394.0,0.0
"ARCHWAY Home Style Cookies, Oatmeal Raisin",406.0,5.17,69.27,12.08,339.0,0.0
"ARCHWAY Home Style Cookies, Old Fashioned Molasses",406.0,4.27,70.55,11.83,561.0,0.0
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",468.0,5.17,72.23,17.55,471.0,0.0
"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER",480.0,9.0,58.48,24.28,404.0,0.0
"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",400.0,4.35,65.92,13.26,334.0,0.0
"ARCHWAY Home Style Cookies, Strawberry Filled",400.0,4.35,65.92,13.26,377.0,0.0
"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps",424.0,4.67,76.23,11.14,406.0,0.0
"ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY",407.0,4.7,77.45,8.7,760.0,0.0
"KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR",381.0,12.6,73.1,4.1,1532.0,0.0
"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY",390.0,13.3,72.7,5.1,1680.0,0.0
"KEEBLER,KEEBLER CHOC GRAHAM SELECTS",465.0,7.1,71.8,16.6,357.0,0.0
"KEEBLER,KEEBLER GOLDEN VANILLA WAFERS,ARTIFICIALLY FLAV",475.0,5.2,69.7,19.5,386.0,0.0
"KRUSTEAZ ALMOND POPPYSEED MUFFIN MIX,ARTIFICIALLY FLAV,DRY",418.0,5.6,75.6,10.3,590.0,0.0
"MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE",548.0,8.0,55.2,32.8,223.0,0.0
"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MX,DRY",407.0,4.42,83.58,6.16,457.0,0.0
"MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY",388.0,7.81,59.41,13.23,1295.0,0.0
"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH",287.0,8.7,49.6,6.0,898.0,0.0
"NABISCO,NABISCO GRAHAMS CRACKERS",424.0,6.99,76.2,10.0,659.0,0.0
"NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING",476.0,4.78,70.23,21.5,528.0,0.0
"NABISCO,NABISCO RITZ CRACKERS",492.0,7.23,63.51,23.21,882.0,0.0
"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",234.0,6.25,45.31,3.13,891.0,0.0
"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",482.0,3.57,60.71,25.0,304.0,0.0
"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",241.0,7.69,46.15,2.89,577.0,0.0
"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",441.0,4.8,78.3,12.1,292.0,0.0
"PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH",317.0,6.9,41.38,13.79,1034.0,0.0
"PILLSBURY GOLDEN LAYER BTTRMLK BISCUITS,ART FLAVOR,REFR",307.0,5.88,41.18,13.24,1059.0,0.0
"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH",330.0,4.55,52.27,11.36,773.0,0.0
"KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY",377.0,6.1,79.8,3.7,2182.0,0.0
"GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",232.0,8.0,46.0,1.8,345.0,0.0
"HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ",241.0,4.4,40.3,6.9,300.0,0.0
"INTERSTATE BRANDS CORP,WONDER HAMBURGER ROLLS",273.0,8.07,50.84,4.15,488.0,0.0
"GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY",413.0,3.8,81.3,8.1,672.0,0.0
"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",305.0,5.0,74.25,1.09,174.0,0.0
"CRACKERS,CHS,SANDWICH-TYPE W/ CHS FILLING",490.0,8.92,58.76,24.41,878.0,0.0
"USDA CMDTY,BAKERY,FLR MIX",400.0,8.47,62.53,12.9,1410.0,0.0
"USDA CMDTY,BAKERY,FLR MIX LOW-FAT",361.0,9.07,70.59,4.7,1360.0,0.0
"WAFFLES,BTTRMLK,FRZ,RTH",273.0,6.58,41.05,9.22,621.0,0.0
"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",309.0,7.42,48.39,9.49,710.0,0.0
"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",289.0,6.92,44.16,9.4,663.0,0.0
"WAFFLE,PLN,FRZ,RTH,MICROWAVE",298.0,6.71,45.41,9.91,682.0,0.0
"PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",239.0,5.88,43.33,4.73,566.0,0.0
"TOASTER PASTRIES,FRUIT,FRSTD",391.0,4.23,70.81,10.08,312.0,0.0
"TSTR PSTRS,FRT,TSTD (INCL APPL,BLUEBERRY,CHERRY,STRAWBERRY)",409.0,4.7,72.7,11.03,354.0,0.0
"MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT",255.0,4.23,50.05,4.22,413.0,0.0
"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST",501.0,5.1,64.3,24.83,330.0,0.0
"PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST",484.0,6.08,64.48,22.42,503.0,0.0
"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR",468.0,5.52,46.79,28.74,353.0,0.0
"PIE CRUST,REFR,REG,BKD",506.0,3.41,58.52,28.69,472.0,0.0
"PIE CRUST,DEEP DISH,FRZ,BKD,MADE W/ ENR FLR",521.0,6.1,52.47,31.84,393.0,0.0
"PIE CRUST,REFR,REG,UNBAKED",445.0,2.97,51.11,25.46,409.0,0.0
"CRACKERS,WHOLE-WHEAT,RED FAT",416.0,11.34,75.52,7.59,745.0,0.0
"CRACKERS,WHEAT,RED FAT",444.0,9.34,71.52,13.37,866.0,0.0
"WAFFLES,CHOC CHIP,FRZ,RTH",279.0,5.71,41.48,10.0,543.0,0.0
"TOSTADA SHELLS,CORN",474.0,6.15,64.43,23.38,657.0,0.0
"BREAD,SALVADORAN SWT CHS (QUESADILLA SALVADORENA)",374.0,7.12,47.84,17.12,510.0,0.0
"BREAD,POUND CAKE TYPE,PAN DE TORTA SALVADORAN",390.0,7.06,51.29,17.45,390.0,0.0
"BREAD,PAN DULCE,SWT YEAST BREAD",367.0,9.42,56.38,11.58,228.0,0.0
"KEIKITOS (MUFFINS),LATINO BAKERY ITEM",467.0,6.81,53.16,25.24,515.0,0.0
"CAKE,POUND,BIMBO BAKERIES USA,PANQUE CASERO,HOME BKD STYLE",418.0,6.62,48.94,21.7,357.0,0.0
"PAN DULCE,LA RICURA,SALPORA DE ARROZ,COOKIE-LIKE",445.0,8.81,66.28,16.11,445.0,0.0
"PASTRY,PASTELITOS DE GUAVA (GUAVA PASTRIES)",379.0,5.48,47.76,18.5,231.0,0.0
"CRACKERS,SNACK,GOYA CRACKERS",433.0,14.25,64.35,13.35,665.0,0.0
"CRACKERS,CRM,GAMESA SABROSAS",484.0,7.01,64.55,20.37,1148.0,0.0
"CRACKERS,CRM,LA MODERNA RIKIS CRM CRACKERS",422.0,7.19,64.88,19.5,752.0,0.0
"GARLIC BREAD,FRZ",350.0,8.36,41.72,16.61,544.0,0.0
"CINNAMON BUNS,FRSTD (INCLUDES HONEY BUNS)",436.0,4.72,49.59,24.36,305.0,0.0
"CRACKERS,CHS,RED FAT",418.0,10.0,68.19,11.67,1167.0,0.0
"CRACKERS,SALTINES,WHL WHEAT (INCLUDES MULTI-GRAIN)",398.0,7.14,68.25,10.71,1214.0,0.0
"BREAD,WHEAT,WHITE WHEAT",238.0,10.66,43.91,2.15,478.0,0.0
"BAGEL,WHEAT",250.0,10.2,48.89,1.53,439.0,0.0
"CREAM PUFF,ECLAIR,CUSTARD OR CRM FILLED,ICED",334.0,4.41,37.43,18.52,265.0,0.0
"TORTILLAS,RTB OR -FRY,FLR,SHELF STABLE",297.0,8.01,49.27,7.58,742.0,0.0
"BREAD,POTATO",266.0,12.5,47.07,3.13,375.0,0.0
"BREAD,CHS",408.0,10.42,44.83,20.83,750.0,0.0
"FOCACCIA,ITALIAN FLATBREAD,PLN",249.0,8.77,35.82,7.89,561.0,0.0
KASHI TLC CRACKERS HONEY SESAME,398.0,8.7,72.2,10.4,471.0,0.0
KASHI TLC CRACKERS ORIGINAL 7 GRAIN,404.0,9.1,70.0,11.9,534.0,0.0
KASHI TLC CRACKERS COUNTRY CHEDDAR,445.0,9.8,68.0,15.5,724.0,0.0
KASHI TLC CRACKERS ASIAGO CHS,409.0,11.0,68.5,12.2,645.0,0.0
KASHI BLUEBERRY WAFFLE,192.0,5.7,34.6,7.1,476.0,0.0
KASHI H2H WOVEN WHEAT CRACKER ORIGINAL,396.0,10.6,73.4,11.6,283.0,0.0
KASHI ORIGINAL WAFFLE,197.0,6.0,35.4,7.4,479.0,0.0
KASHI TLC CRACKERS FIRE RSTD VEG,403.0,9.5,70.1,11.6,686.0,0.0
KASHI H2H WOVEN WHEAT CRACKER RSTD GARLIC,395.0,10.5,73.2,11.7,240.0,0.0
"BEEF JERKY,CHOPD&FORMED",410.0,33.2,11.0,25.6,2081.0,0.0
"CORN-BASED,EXTRUDED,CHIPS,PLN",518.0,6.03,63.01,28.41,545.0,0.0
"CORN-BASED,EXTRUDED,CHIPS,BARBECUE-FLAVOR",523.0,7.0,56.2,32.7,763.0,0.0
"CORN-BASED,EXTRUDED,CONES,PLN",510.0,5.8,62.9,26.9,1022.0,0.0
"CORN-BASED,EXTRUDED,CONES,NACHO-FLAVOR",536.0,6.5,57.3,31.7,952.0,0.0
"SNACKS,CORN-BASED,EXTRUDED,ONION-FLAVOR",499.0,7.7,65.1,22.6,950.0,0.0
"CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR",565.0,5.83,52.38,37.11,910.0,0.0
"CORNNUTS,PLAIN",446.0,8.5,71.86,15.64,635.0,0.0
"CRISPED RICE BAR,CHOC CHIP",404.0,5.1,73.0,13.5,278.0,0.0
"FRUIT LEATHER,PIECES",359.0,1.0,82.82,2.68,403.0,0.0
"FRUIT LEATHER,ROLLS",371.0,0.1,85.8,3.0,317.0,0.0
"GRANOLA BARS,HARD,PLAIN",471.0,10.1,64.4,19.8,294.0,0.0
"GRANOLA BARS,HARD,ALMOND",495.0,7.7,62.0,25.5,256.0,0.0
"GRANOLA BARS,HARD,CHOC CHIP",438.0,7.3,72.1,16.3,344.0,0.0
"GRANOLA BARS,HARD,PEANUT",479.0,11.0,63.7,21.4,278.0,0.0
"GRANOLA BARS,SOFT,UNCOATED,PLN",443.0,7.4,67.3,17.2,278.0,0.0
"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER",426.0,10.5,64.4,15.8,409.0,0.0
"GRANOLA BARS,SOFT,UNCOATED,RAISIN",448.0,7.6,66.4,17.8,282.0,0.0
"GRANOLA BARS,OATS,FRUITS&NUT",397.0,7.7,77.42,6.3,251.0,0.0
"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,CHOC CHIP",466.0,5.8,63.8,24.9,200.0,0.0
"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,PNUT BUTTER",508.0,10.2,53.4,31.1,193.0,0.0
"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER&CHOC CHIP",432.0,9.8,62.2,20.0,328.0,0.0
"ORIENTAL MIX,RICE-BASED",506.0,17.31,51.62,25.58,413.0,0.0
"SNACKS,GENERAL MILLS,CHEX MIX,TRADITIONAL FLAVOR",424.0,8.83,74.77,10.0,741.0,0.0
"POPCORN,AIR-POPPED",387.0,12.94,77.9,4.54,8.0,0.0
"POPCORN,OIL-POPPED",583.0,7.29,45.06,43.55,1058.0,0.0
"POPCORN,CAKES",384.0,9.7,80.1,3.1,288.0,0.0
"POPCORN,CARAMEL-COATED,W/PNUTS",400.0,6.4,80.7,7.8,295.0,0.0
"POPCORN,CARAMEL-COATED,WO/PNUTS",431.0,3.8,79.1,12.8,206.0,0.0
"POPCORN,CHEESE-FLAVOR",526.0,9.3,51.6,33.2,889.0,0.0
"PORK SKINS,PLAIN",544.0,61.3,0.0,31.3,1818.0,0.0
"POTATO CHIPS,BARBECUE-FLAVOR",490.0,7.7,52.8,32.4,750.0,0.0
"POTATO CHIPS,SOUR-CREAM-AND-ONION-FLAVOR",531.0,8.1,51.5,33.9,549.0,0.0
"POTATO CHIPS,MADE FROM DRIED POTATOES,LT",502.0,4.56,64.9,26.14,411.0,0.0
"POTATO CHIPS,MADE FR DRIED POTATOES,SOUR-CREAM&ONION-FLAVOR",547.0,6.6,51.3,37.0,541.0,0.0
"PRETZELS,HARD,PLN,SALTED",380.0,10.34,79.76,2.63,1357.0,0.0
"PRETZELS,HARD,CONFECTIONER'S COATING,CHOCOLATE-FLAVOR",458.0,7.5,70.9,16.7,569.0,0.0
"SNACKS,M&M MARS,COMBOS SNACKS CHEDDAR CHS PRETZEL",462.0,9.34,67.37,16.62,1553.0,0.0
"PRETZELS,HARD,WHOLE-WHEAT",362.0,11.1,81.2,2.6,203.0,0.0
"RICE CAKES,BROWN RICE,PLN",387.0,8.2,81.5,2.8,326.0,0.0
"RICE CAKES,BROWN RICE,BUCKWHEAT",380.0,9.0,80.1,3.5,116.0,0.0
"RICE CAKES,BROWN RICE,SESAME SD",392.0,7.6,81.5,3.8,227.0,0.0
"TORTILLA CHIPS,PLAIN",489.0,7.79,65.56,23.36,421.0,0.0
"SNACKS,TORTILLA CHIPS,NACHO CHS",514.0,8.15,61.74,26.07,615.0,0.0
"SNACKS,TORTILLA CHIPS,RANCH-FLAVOR",501.0,7.19,62.74,24.63,519.0,0.0
"TRAIL MIX,REGULAR",462.0,13.8,44.9,29.4,229.0,0.0
"TRAIL MIX,TROPICAL",407.0,6.3,65.6,17.1,10.0,0.0
"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",484.0,14.2,44.9,31.9,121.0,0.0
"TORTILLA CHIPS,TACO-FLAVOR",480.0,7.9,63.1,24.2,787.0,0.0
"CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL",387.0,1.59,87.73,3.31,44.0,0.0
"CANDIES,ALMOND JOY CANDY BAR",479.0,4.13,59.51,26.93,142.0,0.0
"CANDIES,TWIZZLERS CHERRY BITES",338.0,2.97,79.38,1.7,261.0,0.0
"CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS",375.0,2.0,80.0,7.5,295.0,0.0
"CANDIES,NESTLE,BUTTERFINGER BAR",459.0,5.4,72.9,18.9,230.0,0.0
"CANDIES,BUTTERSCOTCH",391.0,0.03,90.4,3.3,391.0,0.0
"CANDIES,CAROB,UNSWTND",540.0,8.15,56.29,31.36,107.0,0.0
"CANDIES,CARAMELS",382.0,4.6,77.0,8.1,245.0,0.0
"CANDIES,CARAMELLO CANDY BAR",462.0,6.19,63.81,21.19,122.0,0.0
"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL",387.0,1.59,87.73,3.31,44.0,0.0
"BAKING CHOC,UNSWTND,LIQ",472.0,12.1,36.2,47.7,12.0,0.0
"BAKING CHOC,UNSWTND,SQUARES",501.0,12.9,29.84,52.31,24.0,0.0
"CANDIES,CONFECTIONER'S COATING,YOGURT",522.0,5.87,63.94,27.0,88.0,0.0
"CANDIES,SEMISWEET CHOC",480.0,4.2,63.9,30.0,11.0,0.0
"CANDIES,SWEET CHOCOLATE",507.0,3.9,60.4,34.2,16.0,0.0
"CANDIES,SWT CHOC COATD FONDANT",366.0,2.2,80.4,9.3,26.0,0.0
"CANDIES,HERSHEY'S GOLDEN ALMOND SOLITAIRES",570.0,11.97,46.91,37.13,52.0,0.0
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",539.0,2.2,67.1,29.05,89.0,0.0
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",529.0,18.3,46.88,29.8,250.0,0.0
"CANDIES,WHITE CHOC",539.0,5.87,59.24,32.09,90.0,0.0
"ICE CREAMS,VANILLA,LT",180.0,4.78,29.46,4.83,74.0,0.0
"ICE CREAMS,VANILLA,RICH",249.0,3.5,22.29,16.2,61.0,0.0
"ICE CREAMS,FRENCH VANILLA,SOFT-SERVE",222.0,4.1,22.2,13.0,61.0,0.0
"CANDIES,YORK PEPPERMINT PATTIE",384.0,2.19,80.99,7.17,28.0,0.0
"CANDIES,TWIZZLERS NIBS CHERRY BITS",347.0,2.3,79.37,2.64,195.0,0.0
"CANDIES,SYMPHONY MILK CHOC BAR",531.0,8.51,58.01,30.57,101.0,0.0
"DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE",145.0,4.53,22.78,4.03,53.0,0.0
"ICE CREAMS,VANILLA",207.0,3.5,23.6,11.0,80.0,0.0
"ICE CREAMS,VANILLA,LT,SOFT-SERVE",126.0,4.9,21.8,2.6,70.0,0.0
"SHERBET,ORANGE",144.0,1.1,30.4,2.0,46.0,0.0
"CANDIES,5TH AVENUE CANDY BAR",482.0,8.78,62.68,23.98,225.0,0.0
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",373.0,0.0,93.18,0.02,11.0,0.0
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",411.0,2.39,76.44,10.41,45.0,0.0
"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",461.0,4.38,67.93,18.93,39.0,0.0
"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",387.0,3.78,77.75,6.59,118.0,0.0
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",383.0,1.05,82.15,5.45,47.0,0.0
"CANDIES,FUDGE,VANILLA W/ NUTS",435.0,3.0,74.61,13.69,42.0,0.0
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",512.0,9.7,53.0,34.0,36.0,0.0
"CANDIES,GUMDROPS,STARCH JELLY PIECES",396.0,0.0,98.9,0.0,44.0,0.0
"CANDIES,HARD",394.0,0.0,98.0,0.2,38.0,0.0
"CANDIES,JELLYBEANS",375.0,0.0,93.55,0.05,50.0,0.0
"CANDIES,KIT KAT WAFER BAR",518.0,6.51,64.59,25.99,54.0,0.0
"CANDIES,KRACKEL CHOC BAR",512.0,6.62,63.96,26.58,196.0,0.0
"CANDIES,NESTLE,BABY RUTH BAR",459.0,5.4,64.8,21.6,230.0,0.0
"CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY",350.0,2.56,79.74,2.32,287.0,0.0
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",296.0,0.0,74.1,1.6,98.0,0.0
"ICE CREAMS,CHOC,LT",187.0,5.0,25.7,7.19,71.0,0.0
"CANDIES,MARS SNACKFOOD US,MARS ALMOND BAR",467.0,8.1,62.7,23.0,170.0,0.0
"CANDIES,MARSHMALLOWS",318.0,1.8,81.3,0.2,80.0,0.0
"CANDIES,HALAVAH,PLAIN",469.0,12.49,60.49,21.52,195.0,0.0
"CANDIES,NESTLE,OH HENRY! BAR",462.0,7.7,65.5,23.0,193.0,0.0
"CANDIES,NESTLE,CHUNKY BAR",475.0,7.5,60.0,27.5,38.0,0.0
"CANDIES,MILK CHOC",535.0,7.65,59.4,29.66,79.0,0.0
"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ 2% MILK",105.0,2.76,19.74,1.7,296.0,0.0
